caseid,person_id,arrest_date,dispos_date,treat
16484,8869,2012-12-12,2013-05-05,0
16487,11548,2013-01-05,2013-07-15,0
16488,5784,2012-10-16,2013-09-03,0
16489,12582,2013-02-03,2015-04-14,1
16495,5862,2013-08-30,2013-09-01,1
16505,6800,2013-10-04,2014-09-11,0
16509,1553,2012-01-21,2014-04-08,0
16510,7368,2012-12-05,2013-07-30,0
16521,6147,2013-01-02,2013-03-18,1
16527,6180,2012-08-27,2012-11-29,1
16529,5492,2013-07-21,2013-07-23,1
16534,393,2013-08-04,2013-08-07,0
16536,6254,2013-05-01,2013-11-22,0
16539,18964,2012-10-29,2012-11-09,1
16547,11188,2012-04-14,2012-05-21,0
16549,11712,2013-07-10,2014-12-24,0
16550,3923,2012-12-16,2013-07-07,1
16552,17722,2013-07-17,2013-11-15,1
16553,9951,2012-12-31,2014-01-12,1
16556,15979,2013-08-14,2014-08-18,0
16559,6926,2012-03-14,2013-01-04,1
16564,5999,2012-10-28,2012-12-06,0
16568,18856,2013-04-12,2013-05-18,0
16569,8684,2013-03-31,2013-07-07,1
16574,14027,2012-09-01,2013-11-05,0
16583,2442,2012-09-19,2013-04-10,1
16588,13976,2013-01-18,2013-03-12,1
16589,10952,2013-09-28,2014-03-31,1
16591,7527,2012-10-18,2013-09-11,1
16601,13691,2012-02-23,2012-03-06,0
16607,13168,2013-10-16,2013-11-14,1
16608,4020,2012-12-01,2014-01-05,1
16612,9943,2013-04-18,2013-09-20,1
16613,2243,2012-10-19,2013-03-04,1
16625,1073,2013-03-28,2014-05-31,1
16627,18506,2013-05-17,2014-02-12,0
16629,1437,2012-10-07,2013-04-07,1
16635,7910,2012-03-03,2014-01-05,1
16637,8884,2012-09-14,2012-10-31,0
16639,930,2012-02-27,2013-02-20,1
16642,10011,2012-10-11,2012-12-03,1
16645,19525,2012-03-31,2012-08-06,0
16647,15769,2013-09-11,2014-12-12,1
16649,1024,2012-12-30,2014-01-26,1
16654,70,2013-02-04,2013-03-06,1
16659,19668,2013-03-04,2013-05-01,1
16668,8591,2013-01-01,2013-11-10,0
16677,19071,2012-01-26,2012-02-03,0
16683,1532,2012-05-11,2012-06-25,1
16685,12968,2013-08-31,2014-06-13,0
16686,19571,2013-09-13,2014-03-07,1
16687,5485,2012-11-30,2013-11-03,0
16688,12246,2013-02-22,2013-03-30,1
16691,1379,2012-04-29,2012-09-25,1
16695,13335,2013-03-04,2014-12-24,1
16702,6509,2012-10-09,2013-01-02,0
16704,16740,2012-09-24,2012-10-28,1
16708,14746,2013-10-13,2014-06-13,1
16709,4733,2013-04-27,2013-11-20,1
16711,12417,2012-01-30,2012-04-18,0
16712,8684,2012-01-08,2012-06-30,0
16713,11981,2013-06-03,2013-06-30,0
16715,17736,2013-06-07,2015-01-09,0
16716,17280,2013-07-01,2013-11-26,0
16738,5644,2012-12-31,2013-04-18,0
16741,5670,2013-09-05,2014-05-24,1
16742,15260,2013-02-14,2013-12-29,0
16743,19355,2013-04-07,2014-01-31,1
16755,2016,2012-11-18,2012-11-21,0
16757,572,2012-06-27,2012-10-15,0
16760,8831,2013-07-27,2014-10-14,0
16770,4664,2012-10-11,2013-06-18,1
16774,1015,2012-12-06,2013-02-04,1
16777,12752,2013-09-02,2014-01-08,0
16778,8167,2013-01-09,2013-11-23,1
16779,7958,2012-12-31,2013-07-12,0
16781,14346,2013-09-09,2013-11-20,1
16784,19023,2012-12-06,2012-12-10,1
16788,543,2012-09-03,2012-10-26,0
16794,19438,2013-07-29,2014-02-19,0
16796,3089,2012-08-11,2013-02-06,1
16799,10549,2012-01-30,2012-10-28,1
16801,17758,2012-05-19,2013-05-12,0
16802,9403,2013-08-23,2013-12-21,0
16804,16006,2012-01-06,2012-08-17,1
16810,16441,2013-05-03,2013-08-28,0
16811,14583,2012-12-29,2013-02-19,1
16812,10173,2012-10-20,2012-11-05,1
16840,13838,2012-09-30,2014-02-22,1
16841,6493,2012-02-27,2013-11-27,0
16843,2977,2012-06-01,2012-06-14,1
16847,19667,2013-04-23,2013-08-17,0
16852,14893,2013-01-27,2013-03-03,1
16853,17608,2013-03-19,2013-10-11,1
16856,10710,2013-07-11,2014-01-18,0
16861,982,2012-10-30,2014-06-19,1
16863,3113,2013-01-17,2013-07-07,0
16866,15323,2013-10-07,2014-06-30,1
16875,19351,2012-02-08,2012-08-12,0
16876,11775,2012-01-02,2012-07-12,0
16880,1425,2012-04-19,2012-05-15,1
16882,14187,2012-03-26,2012-08-10,0
16884,17617,2012-10-24,2013-05-04,0
16893,2740,2012-06-30,2012-09-24,1
16895,11853,2013-02-19,2014-07-01,1
16897,2350,2012-10-27,2013-01-31,0
16902,11012,2012-03-09,2013-01-03,0
16908,12512,2013-05-20,2013-07-10,1
16909,8844,2012-06-22,2013-01-25,1
16914,2732,2013-07-24,2014-04-10,0
16920,4582,2013-01-09,2013-06-22,0
16922,18378,2013-09-08,2013-09-16,0
16928,3076,2012-10-16,2013-10-27,1
16930,2355,2013-04-21,2013-08-20,1
16931,17339,2012-02-23,2013-01-13,1
16933,11286,2012-01-04,2012-05-16,0
16942,12290,2012-01-12,2013-09-23,1
16943,18566,2012-10-12,2012-10-31,1
16945,18850,2012-02-24,2012-03-23,0
16947,5887,2013-02-20,2013-07-25,1
16948,16346,2013-09-08,2014-04-10,0
16950,11865,2012-08-10,2012-12-30,0
16951,2097,2013-10-12,2013-11-01,1
16967,12373,2012-04-05,2012-04-12,1
16968,1838,2012-12-09,2013-04-22,0
16971,19843,2013-02-08,2013-04-12,0
16973,18012,2012-10-26,2013-08-07,0
16975,543,2012-03-13,2012-04-03,0
16983,8339,2013-05-28,2013-07-08,0
16993,9964,2012-05-26,2012-07-14,0
16997,4451,2012-11-03,2014-03-25,0
17003,16484,2013-06-28,2013-12-24,1
17004,157,2013-05-07,2014-10-31,1
17005,13096,2013-01-28,2013-02-06,0
17006,5361,2012-08-27,2014-12-06,0
17007,4542,2012-01-04,2012-08-30,1
17012,15742,2012-06-14,2014-03-25,1
17014,9316,2013-05-25,2013-11-05,0
17016,8449,2012-04-13,2013-05-20,1
17018,9588,2013-09-10,2014-10-15,1
17022,2655,2012-10-14,2013-05-17,1
17025,10396,2013-07-06,2014-05-03,1
17035,2934,2012-11-22,2013-06-09,1
17043,2026,2012-05-05,2013-05-29,0
17044,14648,2013-01-30,2013-02-12,1
17048,3579,2012-02-09,2012-09-30,0
17052,14682,2012-11-11,2013-03-29,1
17056,251,2013-01-07,2013-03-02,0
17063,9004,2012-05-20,2013-04-09,1
17070,2106,2013-09-27,2014-02-14,1
17081,14420,2013-03-11,2014-11-05,1
17086,373,2013-06-30,2013-09-01,1
17087,8038,2012-08-22,2012-12-09,1
17090,12616,2012-05-28,2012-08-13,0
17091,9629,2013-05-09,2013-08-24,1
17107,1909,2013-07-27,2014-07-27,0
17110,18518,2012-06-20,2012-06-24,0
17112,12436,2013-04-16,2013-09-29,1
17119,18756,2012-10-21,2013-04-17,0
17120,10435,2013-09-11,2015-05-01,1
17121,12150,2013-01-20,2013-04-29,0
17126,13673,2013-02-14,2013-09-12,1
17129,19023,2013-01-01,2013-09-11,1
17136,13628,2013-08-24,2014-10-29,1
17140,9928,2012-03-18,2012-08-23,1
17158,1649,2012-09-30,2012-10-05,0
17161,1914,2012-04-10,2013-09-19,1
17163,13817,2013-06-14,2013-10-02,0
17169,7970,2012-09-06,2013-06-06,1
17170,18949,2013-04-10,2014-07-16,1
17171,17362,2012-05-05,2012-07-22,1
17175,13956,2013-05-03,2014-04-28,0
17180,212,2013-06-20,2013-09-25,1
17190,16161,2013-09-23,2013-11-27,1
17192,6151,2012-01-09,2012-02-13,1
17199,11349,2013-08-27,2013-11-20,0
17214,5922,2012-05-08,2012-07-22,1
17224,16141,2013-02-03,2013-06-12,0
17226,3706,2013-09-17,2014-08-11,0
17230,16027,2012-06-21,2013-07-20,1
17234,14942,2013-07-30,2014-01-13,0
17243,19131,2013-03-22,2013-09-15,0
17247,14099,2013-04-09,2014-01-30,0
17251,11943,2012-07-15,2012-10-08,0
17253,3762,2013-01-07,2013-05-11,1
17254,7603,2012-02-25,2012-09-05,0
17255,3858,2013-01-11,2013-01-22,0
17258,3775,2013-09-06,2014-11-14,0
17262,13534,2013-07-24,2014-01-25,1
17265,2595,2013-05-13,2013-05-24,0
17266,12988,2012-04-06,2012-06-20,1
17267,16354,2012-01-25,2012-07-25,0
17269,16789,2012-07-31,2013-12-16,0
17271,16677,2012-06-04,2012-10-05,0
17277,10867,2013-03-24,2013-08-21,1
17279,575,2012-01-13,2012-09-10,0
17285,9872,2012-03-31,2012-07-04,1
17293,11860,2013-10-10,2014-03-12,1
17294,3711,2012-09-22,2013-01-24,1
17295,11924,2012-02-01,2012-05-12,0
17298,5312,2012-09-04,2012-11-23,1
17299,6034,2012-02-02,2012-08-04,1
17315,6586,2013-09-06,2013-10-16,1
17316,5650,2012-04-30,2012-05-23,0
17327,15261,2012-05-20,2012-12-14,1
17329,7947,2013-07-22,2013-08-13,1
17338,2751,2013-03-23,2013-05-12,0
17339,10379,2012-11-06,2013-02-10,0
17346,17087,2012-04-23,2012-05-07,0
17354,1115,2012-04-04,2013-03-22,0
17355,16904,2013-05-30,2014-04-02,0
17357,5053,2012-11-04,2012-12-08,1
17367,17972,2012-06-16,2012-10-31,1
17380,10976,2012-10-20,2012-10-31,1
17388,18590,2013-05-26,2013-06-23,0
17392,19079,2013-07-04,2014-02-16,1
17395,2419,2012-11-13,2012-11-28,1
17399,10737,2013-09-20,2013-10-24,1
17411,18200,2012-06-12,2012-11-20,0
17419,3061,2012-12-06,2013-01-08,1
17422,10244,2012-06-11,2012-09-03,1
17434,6394,2013-02-16,2014-05-06,1
17440,16895,2012-04-23,2013-03-01,1
17444,15202,2012-08-24,2013-07-17,1
17445,16776,2012-10-15,2013-05-05,0
17446,1380,2013-07-25,2013-12-09,1
17448,18372,2013-06-13,2013-12-25,1
17449,11997,2012-05-16,2013-05-31,1
17450,670,2012-02-05,2012-05-25,1
17452,28,2012-02-27,2015-04-25,0
17453,6799,2012-08-28,2013-07-31,1
17456,15342,2012-07-09,2012-07-30,0
17459,12868,2013-01-04,2013-08-30,1
17468,7169,2012-11-23,2012-12-26,0
17477,164,2012-11-06,2012-11-26,1
17496,18456,2012-03-25,2013-07-31,1
17516,14693,2013-07-25,2015-03-15,0
17517,11445,2012-09-08,2012-09-17,0
17520,13241,2012-01-17,2012-01-29,1
17522,2781,2013-05-12,2013-05-19,1
17523,9808,2013-02-16,2013-03-28,1
17526,12152,2012-01-04,2012-07-24,0
17529,2550,2013-08-19,2013-11-08,1
17530,10062,2012-04-04,2012-06-29,1
17531,11576,2012-06-20,2013-01-08,0
17532,2208,2013-05-28,2014-01-17,0
17537,14059,2012-06-16,2012-11-27,1
17540,3336,2012-10-22,2012-11-10,0
17542,3237,2013-09-08,2014-07-09,1
17543,2032,2013-05-28,2013-05-29,0
17544,13581,2012-07-18,2012-09-23,0
17547,11010,2013-06-09,2013-11-21,0
17548,3543,2013-10-28,2013-11-15,1
17550,16665,2012-11-24,2012-12-27,1
17552,9193,2012-08-16,2013-09-13,1
17556,3388,2013-01-28,2013-04-21,0
17558,10232,2013-03-03,2013-09-02,0
17562,9076,2013-08-09,2015-10-28,0
17568,16513,2012-04-29,2012-07-18,0
17575,10615,2013-01-25,2013-01-29,1
17577,9954,2012-10-28,2012-12-09,0
17578,12758,2013-07-11,2014-09-23,0
17579,5240,2012-03-01,2012-05-29,0
17584,8691,2012-10-19,2013-10-23,0
17588,18554,2012-06-27,2013-04-15,0
17589,13000,2013-10-24,2013-12-26,1
17591,5957,2013-09-08,2015-07-16,1
17593,19920,2012-10-15,2012-10-17,0
17609,368,2012-10-25,2013-03-20,0
17615,3279,2012-07-07,2014-08-09,1
17616,7455,2012-12-27,2014-03-16,0
17620,3759,2013-10-24,2014-03-04,1
17622,3057,2013-09-02,2014-02-11,0
17631,17970,2012-08-19,2013-01-09,1
17634,3071,2012-12-07,2014-09-20,0
17635,5436,2013-03-14,2013-10-17,1
17637,8594,2012-05-02,2012-12-24,0
17639,7861,2013-08-15,2014-04-05,0
17644,14932,2012-08-30,2012-12-21,0
17645,870,2012-02-24,2012-05-26,1
17648,15022,2012-06-27,2012-07-29,1
17649,7843,2012-12-03,2013-03-09,1
17655,11673,2012-05-20,2012-08-14,1
17665,1288,2013-06-22,2013-10-02,0
17667,8171,2013-09-04,2013-10-08,1
17676,16910,2012-05-26,2012-07-17,1
17680,17520,2013-10-05,2013-10-10,0
17682,16139,2013-02-22,2013-05-23,1
17685,6413,2012-08-24,2013-09-20,1
17689,1080,2012-09-19,2013-02-14,1
17692,1836,2012-09-06,2013-03-14,0
17709,7223,2012-07-03,2012-11-05,1
17714,5620,2013-07-10,2013-09-17,1
17719,12615,2012-09-28,2015-08-08,0
17729,1342,2012-03-29,2012-05-23,0
17730,12990,2012-01-07,2012-02-16,1
17731,3614,2012-09-26,2013-09-04,1
17735,7136,2013-10-25,2014-05-17,1
17738,13724,2013-06-27,2013-08-16,0
17745,12188,2012-07-10,2013-10-02,0
17749,16872,2012-09-20,2013-02-06,0
17750,7614,2012-12-15,2012-12-17,1
17769,17010,2012-01-22,2014-10-12,1
17778,13618,2012-05-11,2015-01-30,0
17786,11871,2013-08-04,2013-09-11,1
17791,91,2013-04-29,2013-11-11,1
17800,17816,2013-04-23,2013-06-30,0
17803,8604,2012-08-11,2013-05-07,1
17810,12174,2013-08-02,2013-11-08,0
17812,19784,2013-02-22,2015-01-17,0
17817,15942,2012-11-07,2013-12-14,0
17819,19926,2013-03-06,2013-10-09,0
17822,2027,2012-06-20,2012-08-14,1
17830,6180,2012-09-22,2012-09-29,1
17831,2247,2012-02-08,2012-05-17,0
17837,13193,2013-06-28,2013-10-01,0
17839,12128,2012-04-24,2012-10-26,1
17842,4234,2012-04-13,2012-05-11,1
17844,7449,2012-01-06,2012-04-28,1
17845,990,2013-02-13,2013-07-10,1
17846,19217,2012-01-10,2012-02-13,0
17852,4879,2012-08-15,2012-09-02,1
17854,16138,2012-12-31,2013-06-23,0
17862,12350,2013-05-16,2013-09-21,0
17872,4222,2012-09-08,2012-11-30,0
17874,10317,2013-08-30,2013-12-01,1
17878,14909,2013-02-08,2013-11-06,1
17879,15903,2012-11-23,2013-02-07,0
17902,19037,2013-10-26,2013-12-03,0
17906,10809,2013-06-19,2013-07-10,0
17913,13269,2013-06-10,2013-07-26,0
17918,19315,2013-05-19,2014-01-16,0
17922,9903,2012-07-03,2012-11-03,1
17934,18013,2013-09-05,2013-10-07,0
17956,16015,2012-03-17,2012-06-27,1
17962,4582,2013-02-07,2013-06-28,1
17968,15886,2013-02-26,2013-05-10,0
17970,4931,2013-01-06,2013-09-08,0
17974,12077,2013-07-26,2013-10-17,0
17975,7650,2013-04-05,2013-04-05,0
17985,6469,2013-03-19,2013-09-05,1
17988,12854,2012-09-26,2013-04-22,1
17990,17348,2013-08-24,2013-09-14,1
17991,9435,2013-05-15,2014-05-26,0
17992,5986,2013-07-17,2014-01-21,1
17993,16592,2012-07-04,2012-07-27,0
18002,16142,2012-09-13,2012-10-19,0
18004,18729,2013-04-04,2013-05-22,1
18007,1925,2012-12-06,2012-12-08,0
18010,16473,2012-02-13,2012-05-15,0
18015,10233,2013-05-19,2013-09-06,0
18022,8352,2013-03-10,2013-10-18,1
18024,3855,2013-06-18,2013-07-06,1
18029,5291,2013-08-25,2014-09-19,1
18034,9328,2012-11-07,2013-07-10,1
18039,287,2012-12-20,2013-01-24,1
18043,4070,2013-08-18,2014-02-15,0
18045,114,2012-04-10,2012-07-24,0
18046,19191,2013-10-17,2014-06-01,0
18051,16459,2012-11-09,2013-05-27,0
18057,2728,2012-02-10,2012-07-25,1
18059,19501,2012-08-30,2012-10-16,1
18060,19148,2012-11-06,2013-03-06,1
18066,16481,2013-02-02,2013-02-13,1
18068,10377,2013-02-06,2014-04-23,0
18072,10901,2013-03-26,2013-10-25,0
18082,7034,2013-07-15,2014-08-17,0
18084,3825,2013-06-01,2014-02-13,0
18085,16428,2012-12-30,2013-03-17,1
18091,4346,2013-05-22,2013-09-18,1
18092,18385,2013-01-16,2013-02-26,1
18099,5723,2012-04-28,2012-10-01,1
18104,10686,2013-05-05,2013-06-18,1
18110,13785,2013-03-20,2013-10-11,0
18113,19917,2013-04-29,2014-11-04,0
18116,16330,2013-06-12,2014-03-31,1
18117,12376,2012-09-14,2013-05-10,0
18118,3237,2012-09-18,2012-11-01,0
18125,14227,2012-04-25,2013-02-26,1
18127,1512,2013-05-30,2014-02-26,1
18133,8721,2013-03-25,2013-11-28,1
18135,3403,2013-07-22,2013-07-23,0
18136,17286,2013-09-13,2013-10-07,1
18137,6933,2013-09-22,2014-02-13,0
18139,1055,2012-09-18,2012-09-25,0
18143,3711,2013-09-16,2014-10-25,1
18145,11659,2012-12-27,2013-01-10,0
18149,17850,2012-03-15,2012-08-12,1
18153,18233,2013-05-05,2013-08-29,0
18154,6723,2013-08-24,2013-09-16,0
18156,3982,2012-01-16,2015-03-09,0
18157,6442,2012-06-01,2013-01-27,0
18161,16325,2013-09-03,2013-12-28,0
18162,9265,2013-10-26,2014-04-05,1
18164,18903,2012-09-19,2012-09-27,1
18165,6362,2013-01-15,2013-02-20,1
18167,11652,2012-11-02,2013-10-21,1
18170,19215,2012-07-12,2013-06-17,1
18171,11111,2013-10-12,2014-01-16,1
18178,17999,2012-08-07,2013-05-15,1
18179,6227,2013-04-01,2014-01-04,1
18184,12456,2012-09-18,2013-11-06,1
18188,1581,2012-08-14,2013-08-12,0
18189,11984,2012-02-26,2013-06-06,0
18192,14247,2012-05-25,2013-11-18,0
18194,734,2013-07-15,2014-11-30,1
18195,18683,2013-02-08,2013-08-09,1
18199,9902,2012-07-13,2013-01-04,1
18200,14034,2012-09-07,2012-10-28,1
18201,11291,2012-06-27,2012-12-30,0
18202,7116,2013-03-17,2013-10-08,1
18204,13285,2012-06-04,2013-03-29,0
18207,9729,2012-04-09,2012-04-13,0
18208,14010,2012-08-25,2012-09-25,1
18210,8595,2013-04-16,2013-09-21,1
18212,1540,2012-10-19,2013-04-21,0
18217,8233,2013-06-29,2013-12-10,0
18224,10095,2012-11-15,2013-09-04,0
18228,9999,2012-07-10,2012-12-19,1
18230,1965,2013-06-08,2013-11-29,1
18231,17897,2012-10-11,2012-12-14,0
18234,8794,2012-02-03,2012-02-23,0
18235,10854,2013-05-04,2013-06-28,1
18242,3456,2013-01-14,2014-08-25,0
18245,17736,2012-02-02,2012-04-16,1
18255,8802,2013-05-27,2014-04-08,1
18258,15573,2013-09-26,2013-11-02,1
18261,3596,2013-06-13,2014-09-22,1
18269,13691,2013-07-24,2013-11-26,1
18273,4292,2013-06-27,2014-06-22,1
18276,7211,2013-06-07,2013-08-28,1
18277,14634,2012-01-15,2012-02-04,1
18280,6940,2013-08-25,2013-10-03,0
18281,4795,2012-03-06,2013-03-20,0
18284,12427,2013-01-23,2013-05-19,1
18286,11235,2012-10-29,2013-04-25,0
18292,15437,2013-09-13,2014-03-30,1
18293,16542,2013-07-03,2014-02-09,1
18295,11470,2013-06-02,2014-02-19,1
18297,12941,2012-07-10,2013-05-08,0
18300,16360,2012-09-29,2012-12-21,1
18317,6175,2012-08-20,2012-11-20,1
18320,18883,2012-12-29,2013-08-29,1
18324,9886,2013-09-15,2014-02-02,0
18326,10363,2013-10-06,2014-04-08,1
18335,18042,2012-02-11,2012-05-21,0
18338,4537,2012-11-16,2013-02-19,0
18340,13422,2012-07-22,2013-06-20,0
18343,19467,2013-04-11,2014-03-18,1
18349,3858,2013-09-30,2016-05-16,1
18355,4246,2013-06-13,2013-08-31,0
18356,18504,2012-07-02,2012-07-20,1
18357,12425,2012-07-08,2012-08-27,0
18360,783,2012-09-25,2012-10-04,0
18363,4328,2013-08-05,2013-11-09,1
18364,10075,2013-04-06,2013-05-18,0
18368,9994,2013-10-17,2013-11-28,0
18371,5004,2013-08-23,2013-12-07,1
18381,1493,2013-02-16,2013-09-23,1
18383,13610,2012-05-10,2012-07-22,0
18384,1555,2012-09-07,2012-11-04,0
18385,13126,2013-04-09,2013-08-11,1
18390,17868,2012-10-23,2013-04-23,1
18393,1362,2012-07-30,2012-12-17,1
18401,4730,2012-05-04,2012-06-18,1
18404,13607,2013-05-10,2015-12-04,1
18406,19567,2013-06-10,2015-01-28,1
18416,3809,2012-06-13,2012-08-18,0
18441,17734,2013-07-20,2013-11-06,1
18455,3215,2012-06-25,2012-10-10,1
18457,1448,2012-02-29,2013-01-07,1
18460,8886,2012-11-10,2013-11-03,0
18461,18477,2012-02-26,2012-04-14,0
18466,16916,2013-09-04,2014-04-02,1
18468,8071,2013-06-19,2013-07-02,0
18473,916,2012-02-09,2012-02-15,0
18476,5047,2012-07-23,2012-08-04,0
18480,5695,2013-04-27,2013-09-26,0
18482,18977,2012-10-07,2012-11-02,1
18483,1044,2013-05-02,2013-11-16,0
18484,3623,2013-04-14,2014-04-03,1
18485,7468,2012-07-05,2012-11-28,1
18486,16956,2012-09-05,2012-12-12,0
18491,1025,2013-07-12,2013-10-17,0
18492,11860,2012-08-08,2012-08-09,0
18495,6279,2012-02-29,2013-01-07,0
18499,498,2012-11-02,2012-11-20,1
18508,1384,2013-03-08,2013-10-29,1
18512,3471,2012-08-29,2013-01-26,0
18513,16165,2013-10-12,2013-10-20,1
18519,488,2013-08-26,2013-11-19,0
18521,73,2013-01-02,2013-05-11,0
18522,5490,2013-07-18,2013-08-05,0
18526,214,2012-06-24,2012-07-19,1
18528,2877,2013-07-23,2014-01-12,1
18531,12809,2012-02-27,2012-03-10,1
18532,7963,2012-09-07,2012-10-17,1
18537,14350,2012-01-07,2013-02-06,1
18541,14011,2012-02-09,2013-11-03,1
18545,9465,2013-06-17,2013-11-16,1
18546,5807,2012-08-09,2013-10-09,1
18547,17579,2012-02-17,2012-05-01,1
18548,7290,2013-08-31,2015-10-10,1
18552,19976,2013-08-06,2013-08-15,0
18554,527,2013-06-08,2013-08-08,0
18557,5685,2013-02-07,2013-03-26,1
18558,2928,2012-11-27,2013-01-24,0
18559,7671,2012-05-05,2013-11-06,1
18560,7304,2013-10-24,2014-02-27,0
18565,17438,2012-11-04,2012-11-16,0
18572,14372,2012-08-30,2012-09-07,0
18578,10715,2013-10-27,2014-02-10,1
18584,8736,2013-01-16,2014-01-04,1
18585,8240,2012-08-13,2014-07-11,1
18586,11297,2012-06-11,2013-08-03,1
18587,3621,2012-09-24,2014-02-21,0
18588,11101,2012-08-13,2012-08-27,1
18594,17851,2013-04-25,2013-05-09,1
18596,6771,2012-01-20,2012-02-13,0
18599,16790,2013-04-27,2013-05-25,0
18603,9828,2012-06-28,2012-08-12,1
18606,1313,2013-08-24,2014-03-23,1
18607,1620,2013-03-08,2013-06-28,0
18609,19199,2013-01-16,2013-12-15,1
18611,19925,2013-09-08,2014-03-18,1
18614,11480,2013-04-03,2013-09-08,1
18616,2629,2013-08-09,2013-09-20,0
18622,236,2013-09-05,2014-01-20,1
18632,1925,2012-05-06,2012-06-22,0
18633,16301,2012-12-29,2013-02-06,0
18635,14783,2013-07-08,2014-03-13,1
18636,12382,2013-05-08,2013-07-30,1
18642,16004,2012-11-22,2013-11-25,1
18644,9095,2012-05-19,2012-11-15,1
18645,2852,2012-05-07,2012-07-07,0
18647,17752,2013-01-09,2013-10-20,0
18657,3852,2013-02-22,2013-07-30,1
18659,10041,2013-02-10,2013-05-26,0
18664,16081,2012-02-28,2012-07-09,0
18669,18686,2012-09-13,2012-10-11,0
18670,8512,2013-08-24,2014-02-23,0
18675,4138,2012-01-20,2014-03-25,0
18681,3728,2013-10-07,2014-01-28,1
18685,19527,2013-08-13,2015-01-06,1
18692,12254,2012-12-23,2013-02-09,1
18693,5059,2013-08-06,2013-12-01,0
18695,3729,2012-10-29,2014-06-10,1
18698,4161,2012-03-28,2012-05-14,1
18699,16497,2012-12-13,2013-03-27,1
18700,3799,2012-07-31,2014-10-02,0
18701,232,2013-09-20,2014-09-09,1
18704,8957,2012-11-02,2013-05-25,0
18710,5255,2013-01-01,2013-11-25,1
18711,14717,2012-07-29,2013-07-16,1
18717,15148,2012-06-08,2012-06-26,0
18734,4375,2012-03-30,2012-05-15,0
18735,3653,2013-07-20,2013-08-14,0
18736,16611,2013-01-08,2013-11-17,0
18743,10248,2012-11-19,2013-04-19,0
18750,6598,2013-01-18,2013-05-01,0
18756,16412,2013-09-08,2013-12-25,0
18760,12479,2012-06-03,2013-07-18,0
18763,10078,2013-09-25,2014-01-08,1
18764,18720,2013-08-31,2014-09-14,0
18773,9939,2012-09-25,2012-09-28,1
18775,7299,2012-04-04,2013-07-15,0
18784,3548,2012-12-02,2012-12-26,0
18789,19170,2012-02-03,2012-12-08,0
18796,9093,2013-05-21,2014-06-28,1
18797,409,2013-04-23,2013-05-09,0
18799,2822,2013-05-11,2013-07-24,1
18800,13010,2012-11-20,2014-07-12,0
18804,9692,2012-09-27,2013-05-08,0
18805,13316,2013-08-16,2013-12-21,1
18810,19898,2012-09-18,2013-01-26,1
18813,1312,2012-09-19,2015-01-20,0
18816,18642,2012-02-05,2012-11-12,0
18821,8845,2012-11-07,2013-07-16,1
18825,3584,2013-03-16,2013-08-13,1
18829,12143,2013-02-22,2013-03-11,0
18831,13697,2012-07-30,2012-08-24,0
18832,1719,2012-01-25,2012-05-01,0
18840,14300,2012-08-25,2013-01-23,1
18845,14604,2012-04-22,2013-01-29,0
18847,6966,2013-06-18,2013-08-26,0
18856,15506,2013-01-05,2013-06-11,0
18859,3992,2013-06-03,2013-07-04,0
18863,7535,2013-08-08,2013-08-28,1
18864,3244,2012-01-14,2014-12-03,1
18871,19157,2012-11-05,2012-11-08,0
18875,19751,2012-11-12,2013-07-10,1
18882,11171,2013-04-29,2013-08-15,1
18886,8485,2012-04-17,2012-06-04,1
18896,10345,2013-10-10,2014-09-27,1
18910,15925,2013-06-27,2013-08-01,0
18911,10402,2013-02-09,2013-07-21,1
18913,19293,2012-07-12,2013-08-15,1
18919,8856,2012-10-30,2014-04-19,0
18929,14818,2012-11-07,2013-11-07,1
18949,3380,2012-11-15,2013-02-18,0
18952,18453,2012-09-05,2013-01-23,0
18957,6736,2012-10-08,2013-01-09,0
18960,8530,2012-11-10,2013-03-17,0
18965,18605,2013-06-29,2014-05-13,1
18971,13730,2013-04-16,2014-01-13,0
18973,5720,2012-06-30,2013-01-31,1
18974,1980,2012-01-16,2012-06-28,1
18996,4554,2012-12-23,2014-08-17,1
19001,19167,2012-02-24,2012-03-17,0
19006,19138,2013-02-22,2013-04-04,1
19008,534,2013-07-10,2013-08-23,0
19009,12866,2013-04-07,2013-09-29,1
19011,17954,2013-10-26,2015-04-29,0
19012,9452,2013-01-14,2013-04-15,0
19015,8838,2012-02-27,2013-05-06,0
19018,6179,2012-04-24,2012-12-27,0
19020,479,2013-01-11,2013-08-12,0
19021,3292,2013-07-23,2014-11-29,1
19022,16420,2012-02-16,2012-08-27,1
19024,3870,2012-07-27,2012-10-09,0
19028,2968,2012-10-02,2012-10-10,0
19031,6714,2012-10-15,2013-03-09,0
19033,10999,2012-06-24,2014-03-28,0
19050,19504,2013-08-13,2013-08-23,0
19055,3239,2013-04-15,2013-07-07,1
19058,15834,2013-05-27,2013-09-26,0
19061,14527,2012-01-20,2012-02-04,0
19069,4809,2012-10-05,2013-05-20,0
19078,2092,2012-03-23,2012-10-20,1
19080,15430,2013-05-08,2013-06-27,1
19082,19600,2013-04-19,2013-09-08,1
19087,7719,2013-02-04,2014-03-04,1
19089,1763,2012-07-25,2014-01-03,1
19102,681,2012-10-24,2013-10-16,1
19109,17193,2013-08-21,2015-05-30,0
19111,18090,2013-04-18,2013-09-10,0
